"","HB01","HB04","HB10","HB13","HB17","HB20","HB23","HB26","HB29","HB34","HB48","HC1","HC2","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","HC22","SB1","SB4","SB8","SB12","SB16","SB20","SB24","SB28","SB32","SB36","SB39","SB42","SB45","SB49","SB52"
"Q6PJG6",14.1326564205627,13.269579801922,13.9378335553992,13.6368985385225,14.2449181817061,12.1040279836596,12.2600586737801,11.3161840959788,13.0486548187328,10.4945545868521,14.3114827371272,14.6243781742804,13.9728894532439,12.8621397750391,13.7893018647199,13.7965949222649,15.0556403368745,15.117726962363,11.8579669788341,11.7994791533144,13.8923713946974,10.9113829057172,14.2535049808728,13.6088949524231,13.8692620224233,15.3518016056054,10.6406560108143,12.5330267626545,11.0782210552181,12.722415241232,10.4180372238188,12.0396075815279,19.0356395935395,20.1596227093106,20.5730233091168,20.4375824698958,20.6611533961661,16.1427889506568,20.0034986361124,21.642328980855,20.1249113499846,16.4214063667871,15.9582498052659,12.1320859694948,19.3664395890656,20.251690866281,20.3762261869846
"Q9BRK5",13.591163418071,10.8186855899512,14.5015057859623,12.1381031565397,9.47884395076897,12.4446505192754,14.5559844297831,12.1229882536106,13.8438354198516,11.8769119244464,8.88988395421166,12.1341247377659,13.9045303247886,13.3171509278102,13.6149362893707,14.2595723257483,14.7638955744768,13.2639469011468,13.6534673479372,12.3391413135057,13.8590599939651,11.9960457781342,15.4483239868677,12.1183599984754,13.9312295261244,13.7438745538265,10.9914663043889,12.8044225826566,12.1976276473192,12.9691913518658,12.5564547359513,12.4755547442432,19.5907848107034,19.8458045179535,19.7841694450117,20.7359733708299,21.4015143014212,20.502214912811,21.2053853087557,21.8131136896198,21.7769420344741,19.3543099832591,19.4051342917584,16.9841956509485,20.231163343372,21.7459789983075,20.5037544810007
"Q9NRZ5",13.0535326743449,12.0174406159247,14.1122537714783,9.3494526200156,13.4358721375502,13.3277889840339,13.4424893757792,10.4017850533385,13.4083331116709,7.88226732230913,9.5760990709412,10.1209550045126,8.60905454366023,5.99320442749671,10.9020906983643,9.63511264051429,12.8705779484385,12.9188357679271,10.8597877939595,7.65188818326574,12.8427157323431,2.43045182414077,13.3508671198009,6.70543778859011,4.81384224971931,8.81272336675021,5.92148019148786,5.74478975684749,5.38402392811828,5.55225275010042,8.11142581406373,6.82495123120854,20.3937348534579,22.2593267045446,23.0528740974107,22.8337861801783,19.7854056828379,22.1351426592282,22.6747581503304,22.3695572021435,21.7824562700434,19.8973726346616,21.4983597289345,21.1418046821652,21.3975636994911,21.6341124868348,21.5185476809959
"Q9Y696",14.0837286194514,12.4662532970626,14.3780865910891,13.1352283075899,13.8115639680826,13.8948755123415,12.7839072702655,11.2171575728024,13.6794193040465,11.2171575728024,7.67665929115695,14.4303803911357,14.1044576256113,12.2616696070342,12.7249087742571,11.9903285697696,14.6875265595995,14.6582013445139,12.666387256201,11.9074510573387,13.5575820113071,10.0993478104032,14.2224149259263,13.5928025749737,13.2900188469326,13.5603328342124,8.69090438609064,12.930338589506,11.2108116896316,12.2311048992742,12.5030803517529,11.901872613509,19.1154655285214,19.0280912367752,19.7862376483054,20.723553564974,19.9881405407648,20.4097845785061,20.1381099084433,20.4882679303966,20.4280063064918,19.544145223325,19.4180977115961,18.9134365256396,18.9856537224937,20.4277182768322,19.3095049056376
"O14579",14.3507390117648,13.2239699834584,12.9795567079177,14.1724939598304,14.984073009561,13.0884986790071,14.5202085378619,10.3195794472381,14.038919767881,8.34225852191692,12.1241213118292,14.3470378078349,14.6300412525355,12.4003539278082,13.7458956704262,13.4321258677152,14.8331604529303,14.2583426155246,14.3734116828961,10.8930854862716,13.9359838812538,11.7590681382999,14.9791442806323,14.2616623887435,14.4271912661165,14.1396324110838,11.7264128501579,10.7264346841783,12.551522926688,13.2450643487485,12.3933383498867,12.1611712460602,21.3966030136923,20.9568936221301,20.2201995651858,22.1912477433421,20.1367221769731,20.7110236389731,19.4572304830828,20.7017562915573,21.1131616703872,20.5099495712171,20.3579505240741,20.6298790252091,19.6103798355765,20.6162781597268,21.6719716903333
"O94992",13.865406585924,12.4956672920604,14.8424389268811,12.9966297686678,14.8782570178886,14.2146779200654,14.673126795133,10.9384334149409,15.4891445623768,11.4725625797715,12.7509032937456,12.421592477745,13.0249042194797,10.8156825369249,11.1656421263878,12.7480732639571,13.6117855175048,13.3240821993726,12.5387687156193,7.09514333177467,11.7304962568192,7.44452484441273,13.52537695025,12.1064553330286,11.3877407804923,12.9396483246222,8.6725061913812,10.574909391487,9.09141909238084,9.56025035137559,9.76079208947792,9.71238627808933,23.8563802887488,23.2555779288076,24.3810028291114,23.1862861938304,23.8394375020709,24.4781502969597,24.4135084827863,23.8801474261162,23.4260419674945,22.9878558025356,23.0643381694757,23.4184872436762,22.4090538247176,23.1772617154619,23.5106508123609
"P29762",13.2646029946127,13.1737212669416,14.1555337623693,8.94247149518467,13.6462282879624,12.3718499211644,8.99009868480478,8.74551269112381,12.8303311374629,8.49319099358695,10.2723903605303,7.9547895576234,7.46303728349415,5.32339354895577,8.78753044924312,10.303774563691,12.9786841728546,13.4792514281239,4.98817838563807,5.42082428878785,7.73900152450251,3.472783305124,10.9639137074026,5.4815127321961,11.4341495743427,4.95655810032669,5.2555226414626,5.87219066578961,5.22807726040969,4.88675298825068,5.43004658035343,5.34494459879709,21.1192921131528,20.3206804749839,24.0369507697363,23.5179537815626,21.9400927478675,21.5959954302148,21.9922512224008,21.8733370448728,23.7194623296104,21.7633947516521,20.3984611412542,21.4443355875818,20.2763989444289,21.5559799508943,21.0833886628694
"P30049",6.75066309874337,9.1832680647226,11.1500953406805,10.7300626016733,10.5671322355373,10.6285999538103,11.0570161295125,10.8404395075249,10.5860699730391,9.83068236670759,6.61317607014677,13.3537184391564,14.0086020297318,13.3724652231748,13.7164517144139,12.714983367127,14.0455464383655,13.7240083436869,9.66510583268065,10.0194431733182,13.7136825672816,9.30002483195727,14.1057056713588,12.6384109202155,14.1704197992945,11.7515587274253,11.2336526739803,11.9386365681273,11.1821192578804,13.48097948519,13.3452688151064,11.5064239263392,20.403132823833,18.4566508927527,20.3196571373487,21.4963560012333,19.0109925288305,18.4639769567471,17.9307703288492,19.93904191795,19.7777277160678,18.7156950963478,18.449609817454,19.0488616051925,19.3622702039594,18.7692463514167,19.0238511516539
"P35240",13.4823892402591,13.2467374567774,14.1566484180432,14.143873301593,15.5053712496071,15.4271646292612,15.6512770616335,12.827036353133,14.0310512303824,13.0985256299392,13.5825372185183,14.7883991821918,14.8706379328282,14.317951015329,14.4381414301695,14.9965473725131,15.1067454161788,15.3758919242127,14.4498541285807,14.3441894408076,15.2899984999582,13.5512125898953,14.9745592896088,13.2193538893697,15.154571768664,15.0223465946374,12.7044426244074,13.5645067778459,14.0110587712904,13.7368819416837,13.981578233676,12.9174480246905,20.1597453583685,17.5705004110892,20.5913784141233,20.4007744299971,18.2506903499578,18.4447816824503,19.4202268647103,19.8455806538897,19.2421472789214,17.7739962666577,17.6533540092186,18.1839324182665,17.5449218099039,20.4004602247642,18.7981060770505
"P46736",14.107130860773,11.7647515959552,15.1416282073648,12.8287366529615,14.188380533608,13.2973716019105,13.1530725972533,11.2256571829893,13.7656583125893,9.49180136402175,11.7500905444569,10.9776610757993,12.4579159296469,11.8877691631814,6.6201317485295,12.3434633436679,13.5886783160094,12.9497859788517,10.6002933940929,8.08037871778859,11.4950538485244,6.7652081868648,12.5891528364877,7.94138435061273,12.3129908975253,10.8055194549616,7.54484565292253,7.38009110267393,7.72603003386336,8.12119786068371,6.79344982363389,7.89707847928704,21.4773263623637,21.0357527975916,22.0945872271213,22.5581448826952,20.5357192987272,21.2707157691923,21.3307530662054,22.3640219661447,21.7720986946221,20.8247180583952,20.9011041818289,20.2817340113276,21.0034690945711,21.2865974086466,21.0067386300511
"P51606",10.8223112184239,11.433218665359,13.3525372876121,11.4653076215736,12.7392594245737,12.3909852118446,13.1571123655962,10.5307794870369,12.8698056602074,8.89413441309021,8.06614606930533,4.83638590630346,7.50581161669026,7.2253310688699,9.89388571695577,8.5168615421491,13.1028783115502,12.0075648921423,8.4094686832291,4.59827489765775,9.90087782822841,5.75725165451563,12.4650561678312,5.9293516212489,9.18925076651329,9.80532549846453,5.5997224559678,4.35485774987967,5.84906893757329,5.94082931779336,6.37928622275981,4.81850594109913,20.0337617045321,20.1447287850858,20.3204632797541,21.8354268601125,20.5233313127248,21.6803619335729,21.0850738953525,22.4654912988381,21.1323990438942,19.8016966070992,18.9461024244671,19.9013890118081,19.6530665902586,20.5171219097819,19.6141730270913
"Q15029",12.4714506271905,10.6614323928643,13.3687010060202,11.5472573664533,9.66891382858981,10.5655369507631,13.5998920620387,11.6782160859063,13.2993384027932,9.11478770000948,10.277764861218,12.4708725933569,13.0278999372634,12.5559162857616,12.7729536961761,12.4821211779206,14.2895189748379,13.5748503553305,12.2960617084096,10.2829434908161,13.5339207772363,8.54741143258163,12.9385616429159,12.6517597066134,12.7581498975842,12.5080444458568,8.18809630766542,9.27550609971957,10.0783399850257,11.6970795224743,11.8099182947797,9.21853257432419,13.6881330224835,19.0209228981074,20.4714092882352,21.7599818012479,18.1147148932311,16.6561341755332,20.5223249731719,20.210519509117,21.0101368728533,18.8168551918736,17.1436185290368,18.4128492234139,17.5644548010958,19.7296480068152,20.6610460362132
