"","HB1","HB4","HB9","HB10","HB12","HB13","HB16","HB17","HB19","HB20","HB23","HB25","HB26","HB28","HB29","HB31","HB34","HB35","HB39","HB41","HB44","HB51","HB59","HB61","HB63","HB67","HB71","HB75","HB77","HB79"
"hsa_let_7a_5p",17.0169330853251,17.3745161079672,16.9776964808991,17.2232853042263,17.5261336274617,17.5489386893334,17.210820996824,17.2883469554769,16.9410810562104,17.0323914144635,17.0849653692005,16.5617474533482,16.7816476617006,16.9710004973418,16.7551075665025,16.5357246914781,16.8819943424144,17.0090858055796,16.6760539304521,16.705423877489,16.6477306446828,16.9027676036257,16.7926188741642,17.0962073736148,17.1878779575485,16.6595438261357,17.3596537857014,17.0478510359715,16.6798527659643,16.7697924312261
"hsa_let_7b_5p",16.3343853139031,17.0663048338381,16.1643727530229,16.9510696769755,17.1964654975018,17.0140053579498,16.6304583574805,16.6826429221683,16.3742038401272,16.3133981312341,16.7428353345696,16.1720168422824,16.5034600479026,16.5221487362764,16.5740824853703,16.3695691480124,16.5581196249681,16.3766245326881,16.3709328890693,16.3408994508419,16.541642541311,16.4131642238816,16.3607943546596,16.5980605218803,16.7115402990395,16.1259190593712,16.7544581684241,16.8172616025478,16.1536472091343,16.4725272431656
"hsa_let_7c_5p",12.2982051026655,12.0860784921277,11.3426926458341,12.2146001038029,11.5423804546324,12.0710613903484,11.6128800137168,11.8076137708649,11.3094700776062,10.9496906900544,11.9425089945932,11.0208483177519,11.5279206804873,11.7884159136341,11.3684631886069,11.413259255115,10.8536549927237,10.8049736541916,12.3685406094726,12.400102102653,12.4336935652597,11.5127739931858,11.1135797298638,11.5647357239238,11.97610354825,11.2423649582236,12.0712894220714,11.3944608381661,11.3603543563648,11.529852139514
"hsa_let_7d_5p",12.7960085449889,13.1223301073827,12.5348701983331,12.7512114142133,12.7575483478913,13.0827001920719,12.8312904987949,12.5740734097501,12.6839479611134,12.7237563716589,12.7673793960959,12.4835006952368,12.6841677933126,12.3584573647211,12.894215848445,12.8711715025164,12.5380548293667,12.5610293665406,12.7173958522636,12.239299698385,12.1624331023216,12.4045090633029,12.5981191738455,12.7050243673684,13.0921729812473,12.3403650114871,13.2801662661366,12.8403852065709,12.4301997832791,12.6895486962871
"hsa_let_7e_5p",10.4905426716796,11.9970484273256,10.8305672764506,11.8514997372064,10.8635883550693,10.4364950733052,11.296007594747,11.2150478876058,10.0136877241179,10.0229001590026,11.5602462273437,10.4064036647316,11.4297309775897,11.7459472258836,11.2783933287868,10.8291652363056,10.9717150898732,9.54265570918385,11.4135518405142,10.4963362870909,11.4303966167132,11.1071687780457,11.0507887546198,11.1668646567035,11.2615859968012,11.1145210946515,10.7087022319211,10.4542911787025,11.3891578080842,11.816946099904
"hsa_let_7f_5p",16.4652108690396,16.8222081120929,16.7812059851871,16.6689874992195,16.9935607566031,17.2849957163842,16.6551527112189,16.6812068540066,16.6011398455792,16.626367484062,16.5604872490611,16.0076867024881,16.6947824302838,16.7024313569304,16.491887274434,16.3817284650078,16.6680069031221,16.8982669916275,16.1865898324958,16.1146761632286,16.2409607792228,16.7907103921856,16.6634693334696,16.8702322670772,17.0238444356768,16.570547934177,17.0547082804947,16.9259688419978,16.2930378139187,16.2999253754229
"hsa_let_7g_5p",13.4142091050095,13.5438981465243,13.7310851184474,13.7461212007416,13.5106167189275,13.8208531741284,13.865806120741,13.7704027498538,13.9579388289886,14.0334990793607,13.6558629046188,13.5709884680404,13.4473619826403,13.4320215584822,13.4388168703477,13.4458725578389,13.4170257593328,13.9328950127429,13.1893929171668,13.1174933291334,13.4949524053196,13.6254981114194,14.1975571781685,13.5830999085762,13.5050750828521,13.5866978311463,13.5599706509596,13.6407044641202,13.3065788583901,13.7196979613964
"hsa_let_7i_5p",15.1751723811442,15.596399225467,15.8121510409913,15.415139584193,15.3513464683325,15.6023234725188,15.748418027072,15.5493468169661,15.7394991429997,15.8323513058391,15.481875079552,15.7633362469182,15.7881838148179,15.6709249778474,15.9882394937976,15.7459094933909,15.7865908763554,15.9192003822377,15.4638240922646,15.7220392400503,15.8739564864621,15.6634582800846,16.1114053397256,15.913444284401,15.7172536873286,16.0520734150279,15.87484789869,15.8997802688662,15.6555114737284,15.6849029779861
"hsa_miR_1_3p",5.24160993968922,5.24160993968922,7.31993762554202,5.24160993968922,5.24160993968922,6.47910670222706,5.24160993968922,5.24160993968922,8.544428989562,7.87593436332837,8.92242981420417,9.06710417878251,8.82501532820437,5.24160993968922,10.4900222595921,5.24160993968922,10.1392146454924,7.75813601552032,9.14088157869759,8.88776409133788,10.6946508761654,10.736418456583,9.40253490966241,5.24160993968922,7.88554722801368,8.38120413784816,7.44376095287328,7.05584254099398,5.24160993968923,5.24160993968922
"hsa_miR_103a_3p",11.6958251533566,11.7070725718623,12.01479669314,11.9093025385161,11.6976112704082,11.818323126983,11.63830969352,11.9575147530635,12.2976309089931,12.2923341283431,11.9400664212469,12.1177093784067,12.1261581522506,12.1495294659903,12.5300212105379,12.4965111887867,12.3289974503946,12.7248184646672,11.2840192504224,11.5444803487378,12.2394935856471,11.9017001765012,12.331957925445,11.9186315593865,11.7265823632318,12.579371252515,11.6852105213512,11.7731404230315,12.0997064859867,12.2610089359213
"hsa_miR_103b",7.86225304321857,4.59548626438517,7.86405205472219,4.59548626438517,4.59548626438517,7.73011769478568,4.59548626438517,7.29336408683009,7.39924092705894,7.64587208516225,7.33538144517858,4.59548626438517,7.55904548756772,7.48553628711066,7.86002454980643,8.27576460511042,7.52048133125288,7.92232981445623,4.59548626438517,7.61094016750642,4.59548626438517,4.59548626438517,4.59548626438517,7.44986984057292,7.94020241124012,7.74718011009267,8.04797008160604,7.80126827280425,7.61397025231292,4.59548626438517
"hsa_miR_106b_3p",7.67570992473221,7.4836554901426,7.87600796032235,7.66270273228262,7.86236997144487,7.17991820971305,8.07358887487045,7.90222331830318,7.98102783169988,8.30326758553175,7.82839353378362,8.44181994128801,7.74513404265629,7.11610144782891,8.4387562000445,8.43994711625584,8.18836066488023,8.11908530766549,7.71389644079771,7.47874131276502,8.20067833287742,8.79531090415247,8.10470545652804,8.08207084493148,7.73398083508268,8.51371824531627,7.61003061958314,7.8805574653257,7.83572462390244,8.18135616343689
"hsa_miR_122_5p",17.3692561801393,14.2813075864129,12.5926749249305,16.2352503499618,14.9507827544653,11.6524490427013,13.5531207084036,14.7894973184328,14.371153683584,15.2742034448292,14.9894184680593,14.3815405291293,14.7110091808975,14.4694851791914,15.5606119874489,16.6357560426163,13.9211933823995,12.324945589918,17.727794978273,17.4933262368675,16.4420483664936,15.0981172128313,15.2263379091535,14.0277036851974,14.280100790807,14.7501665885969,11.96126077194,13.6885015124454,14.3765064802958,15.1360446916583
"hsa_miR_1246",8.16149927902311,9.65458120705519,7.67655587918294,9.53297005537285,5.34532302817372,6.42929900394482,5.34532302817372,5.34532302817372,8.02628077441425,11.2405646930955,9.63854388198643,10.1767813024079,9.17167740507846,9.19927183288001,10.1704556876647,8.29079711426876,9.01199004587106,5.34532302817372,9.13554902668423,5.34532302817372,9.67691486270992,5.34532302817372,5.34532302817372,9.00198537881633,8.77258742068874,10.8730545640235,5.34532302817372,7.69854867316119,10.0899189583085,5.34532302817372
"hsa_miR_125b_5p",8.15426361783987,7.13729416747675,7.02852690859248,7.88563864668594,4.3229695912103,5.13424770502347,7.60519779897881,7.7619268262974,7.45874069364166,7.01791263857694,8.5520082764428,7.82371184153142,8.07352598603602,8.34124990528879,7.66218418283291,8.00298829772586,8.15407695754315,6.55420200492894,8.34906710633412,8.29598240030662,9.37100788707889,8.14998433682801,7.85158073011622,7.92577438104015,6.5094126851106,8.0119921370653,6.08143117366755,6.27889558465211,7.10509951826224,4.3229695912103
"hsa_miR_128_3p",7.57958084919507,8.30052271624724,7.85283470032552,8.38422960420017,8.32767335249809,7.50655954462053,7.46089229483172,7.46556303844962,7.98191009567572,7.42391113708342,7.84648953142703,4.67523565723937,8.17511701302443,4.67523565723937,4.67523565723937,8.07880254768219,4.67523565723937,7.61458983253345,4.67523565723937,8.18442651039708,4.67523565723937,4.67523565723937,4.67523565723937,8.30428390354062,7.10676266581221,8.2703195266222,6.66542258572927,7.99164152896946,8.42612186989158,4.67523565723937
"hsa_miR_1307_3p",8.22936668697286,6.07011950404937,8.76708986758218,9.63108862749753,6.07011950404937,8.74692669785999,6.07011950404937,9.38758292287685,6.07011950404937,6.07011950404937,6.07011950404937,6.07011950404937,9.95639082461727,9.82427930187887,6.07011950404937,9.54015535024723,9.89322301515877,8.70411086805512,9.66289379059496,6.07011950404937,10.0590274534641,6.07011950404937,6.07011950404937,6.07011950404937,9.0635260432937,9.73541250354234,8.55224911991416,8.86247410147433,10.0503818102972,10.2619280222747
"hsa_miR_140_3p",7.43136072850359,7.5391877779867,7.746265581503,8.04508287146678,8.21308162974806,7.31442146858998,8.10246972117404,8.01227002801729,8.17171966958545,7.75840500372344,8.49773242117232,8.37577009944937,7.96937753206507,8.48014194594364,8.1379931707628,8.86012260676899,8.86220273530198,7.96038800511438,8.09702998159719,7.9096548438068,7.98596695920039,8.24616359397548,8.56521116086937,8.05145085367715,8.18663265009469,8.47976870893691,7.6765405747001,7.87093176908082,8.15437759148875,8.82179992696485
"hsa_miR_142_3p",11.3271332475421,11.9375250601517,12.6814014363408,12.6619865592876,12.9418793866619,11.6215752932341,12.0377046816631,12.1843065682264,12.1392325455042,11.8930167625694,12.8259389606938,12.7317893117633,13.7231082261117,13.5528350186187,13.2404066131262,12.5722081391793,12.7408219768214,12.1730452027366,12.354100891282,11.7034345755594,13.9898279760719,12.2851701039102,13.093452641943,12.9598564964894,12.9898225530845,13.0581418356376,12.3830359359226,11.9519780920617,11.8911486943664,12.576026337588
"hsa_miR_142_5p",8.63473869330491,10.0021264261413,9.89660703872293,10.1575776904828,10.7990352124985,8.74569267382411,10.020948603091,9.81861714955735,10.5417223104969,10.521422127684,10.199334423555,10.0294363065207,10.5472950537654,10.6790294419249,9.54986592291485,10.2636381841602,9.79506456806753,9.70637235382628,7.94553244739097,9.50562485588524,9.95221548273952,10.2186935533365,10.1286766155678,10.2902306612484,10.1658766569306,10.5251029942282,9.39761367531679,9.30599175655803,10.1883561668904,10.609046582461
"hsa_miR_143_3p",9.36407582061131,10.0150524793155,10.4147910842975,11.3351360222268,12.5479464232921,9.28928882171646,10.4303925193327,10.9712055439209,10.360513688819,9.79445889293849,10.8141789088073,11.125465076197,11.5503928102797,10.7233432812897,11.6457054993406,12.5513400723588,11.0766956502943,10.5201529424248,11.3779561010213,10.75111808491,12.5513285018176,11.0229060176937,12.149254706401,11.168887740373,11.2337803921055,11.3898656095969,11.805034926588,10.7648806945992,10.4407995855747,11.0946587106823
"hsa_miR_144_3p",8.17040040101483,7.5706521329404,8.59031246650091,4.06960677214268,7.89752567943194,7.81555950151302,7.95643920859874,8.17121678685191,9.21387384191461,9.09232681350119,8.59162770560665,9.28626698316281,8.04006167333373,8.11651965320824,7.67881507448984,8.08964388120948,8.48524499127928,8.55477074227209,7.51054053740888,8.45829097299915,4.06960677214268,8.61940240035386,8.66337426138692,8.13277834806001,6.99097264498867,8.67335297126248,7.18256652095396,8.48996805294807,8.30639884130074,4.06960677214268
"hsa_miR_146b_5p",6.89928978757229,4.46204331254588,6.99804098697604,7.85610901611012,4.46204331254588,6.16164782860345,4.46204331254588,7.82759508385521,7.64929661926612,6.42635189237296,7.79951876422917,4.46204331254588,8.21280580209574,8.64224893460029,8.36388987931,7.61880229517381,7.8231092669334,6.76172046355946,4.46204331254588,7.67327107195581,8.24362986174202,8.08001743377197,4.46204331254588,8.11402695447374,7.86260023776932,8.1815464589115,7.44683644319706,6.21265255019721,7.84366831698291,8.67650726800729
"hsa_miR_150_5p",10.1913130595174,10.9166756000292,10.5557135868375,11.9463349214007,10.975487254958,7.80991258840885,10.7113903234763,10.8173435124303,10.7415155001457,10.3642017419073,12.1630998301606,11.0439111764283,11.4163206159401,12.3253778184744,10.253977778619,9.28779389428091,10.8911867681039,9.28062393778989,10.0182959503543,10.1279726242368,10.6547496791854,10.7766916670821,10.2813530454146,10.0261127633912,10.2001529765068,11.3256321608583,9.32591128697191,9.58707744049032,11.077361438389,11.9087082477959
"hsa_miR_15a_5p",8.0068435132217,9.03209081438374,8.09723088183675,4.67813462958052,8.57471151331285,8.3180265024976,7.79457539325959,8.27437618401493,9.2260374720572,9.37042493707647,8.99129351299321,8.76711999947065,8.12849316867259,8.0396247678933,9.00435851571407,8.97000678005904,8.25403602148393,8.13001183505886,8.18078536302699,4.67813462958052,4.67813462958052,4.67813462958052,4.67813462958052,8.38455786610451,8.08168246250044,8.70011844775606,8.40631202511747,8.16943019760798,9.04573923582543,4.67813462958052
"hsa_miR_15b_5p",10.3326150261719,10.479981580399,10.1185338330071,10.1712437525419,9.54571520532477,10.4046396465529,10.0190757028195,10.3188186693154,10.7400334117737,10.6794009052729,10.7046130365393,10.1625793915687,10.4035966300654,10.7396066712992,10.4131124315153,10.4269970634547,10.4791288093046,10.3943410539455,9.67271064569409,10.0491479944319,6.36011370446844,10.1228910554024,10.4162760639426,10.4141803994459,10.1272398885589,10.790875026574,9.55564057335999,10.5481159574007,10.5940718510174,11.0693261172199
"hsa_miR_16_5p",16.6405171165556,16.4736801484031,16.9505239053907,16.1862433590174,16.2923251795211,16.4796583720026,17.1087326480172,17.0678377596686,17.1603995405182,17.2535308534089,16.6012194330879,16.4244480274129,16.4474509393771,16.487451048037,16.3960467618391,16.3568176184752,16.8041082691871,17.2294477887057,16.2233652232976,16.4766873054255,15.9034519209491,16.8250844351814,16.8607557738569,16.8562284054099,16.6747080539317,16.7340410924079,17.0916178524393,16.9183980287714,16.6980959272334,16.7336228239824
"hsa_miR_182_5p",9.21276743584956,9.55538188580549,11.1667705048576,8.75840761499801,9.08465983633256,10.2171113607071,10.5229538113235,9.63629114510976,9.42635927513276,7.8462653267582,9.12182081597267,9.20685755554964,10.104335345209,9.69749167926678,10.7239043278762,9.52053116111552,9.62304079112906,9.75431014969316,9.05902950202442,9.34439116762104,9.24600746190024,9.01684846963371,9.77120715383354,9.25322505462029,9.69352520603462,9.5862111341998,10.3999899875039,9.91056696981858,10.0345921864641,8.85352436550397
"hsa_miR_183_5p",8.23818411935494,8.12073886872891,9.77013847885183,7.93996227358136,8.38752238596849,9.01631929406492,8.82393534440796,8.44515198430587,8.25133773776071,7.45710276742353,8.35986748137186,8.18312204311774,8.92571617274765,8.75743085795625,8.62025816936042,8.63317462410927,8.76402374738586,8.54702064708021,8.07982156350384,8.27105779023996,8.33444689376487,8.49799804791953,8.44275007185696,8.48093300924115,8.68102167406189,8.80642284590195,9.05818685338631,8.94152560112638,8.5655181500399,8.20797915659912
"hsa_miR_185_5p",11.611524608222,12.1011898218939,11.7214870966746,11.7113359830195,11.4745258175159,11.4155529753936,11.8875412643313,11.6109712441063,12.4846195315246,12.3228285225233,11.8703351396389,12.7017407070955,12.23010242502,11.7528280519972,13.4384132095372,13.5040814582068,11.9257144391588,12.0098431384672,12.159396353083,11.6537010041321,11.9714266499363,12.0335045316724,12.1115831588416,11.6027029943995,12.09534398818,12.53241953688,11.2626610451582,11.5397904315846,12.421167166265,11.8770997379388
"hsa_miR_186_5p",7.39356392505356,4.76970527300303,6.91808517952414,4.76970527300303,4.76970527300303,6.68918936572169,7.5503461360767,4.76970527300303,6.87215078272538,7.78913166552302,7.50961894518765,4.76970527300303,7.43098346822397,7.72405167420246,7.954136944913,7.47602324331506,4.76970527300304,7.2529960437823,4.76970527300303,4.76970527300303,4.76970527300303,4.76970527300303,4.76970527300303,4.76970527300303,7.10316583059699,7.81912589315297,6.52830278776386,6.97818788454298,7.71474423838636,4.76970527300303
"hsa_miR_191_5p",12.9489831427316,12.9225987151851,12.8469068703112,13.4040285669186,13.4397531576924,12.6234988112598,13.1072423276923,13.4887022784474,13.0939311512305,13.246393028263,13.6487383329066,13.3278403113005,13.9907450241884,13.5631376448042,13.7770792915736,14.0359059902154,13.4615775409866,13.2344392167289,12.2608751533792,12.4887922094813,13.5094183671859,13.1844250747122,13.1180373822543,12.9874180249996,13.3563107104017,13.701299091636,12.8209400638189,12.6644105346752,13.1802092972073,13.4303216917559
"hsa_miR_192_5p",9.49738508596468,7.58520669494698,8.26108676741817,8.21274907466264,7.27775736388756,6.66987218918983,7.54812055213522,7.90815633615067,8.18935195423688,8.90469456846271,8.35637204105083,8.06608240348754,8.16998392921094,8.27665488910538,7.84442758575335,9.31228676593879,8.35810115819195,7.72569346447941,10.1699752257227,9.72836521153958,8.62725417546437,8.93189353333514,8.60181530112373,7.57524689744919,7.37345441135059,8.29448639401235,6.95878015693438,7.67638330513916,7.88219829121546,7.58509064168491
"hsa_miR_205_5p",7.34820651634195,8.48938974450783,7.86453630245375,4.45988740261218,4.45988740261218,6.38290122712232,4.45988740261218,6.94373355513692,8.32292586127251,8.9966405873338,8.75979927291568,10.5171061726166,8.02101336325677,8.27240392475677,8.82328225797725,7.71480445133724,8.61977276733958,6.6192129572465,4.45988740261218,7.8716629200148,9.71909598720396,8.50044488133117,4.45988740261218,8.59191633284968,7.87165590066331,8.88578087194773,6.37464663550057,6.61870220251821,10.6499876307915,4.45988740261218
"hsa_miR_20a_5p",8.76209996526888,9.05210810070803,9.35040894079108,5.61356877584079,5.61356877584079,8.91191942164153,8.62218690457107,9.40211163524749,9.25750399077554,9.56695042160705,9.16808778780304,5.61356877584079,8.84021329391967,9.3623430017194,5.61356877584079,9.22264032268197,9.07359290238117,9.4777611848362,8.8891149719164,5.61356877584079,5.61356877584079,8.99023348013602,5.61356877584079,9.54893224886933,8.24131023718295,8.66972180107066,8.61211494650228,8.60602341886777,8.8907915124798,5.61356877584079
"hsa_miR_21_5p",10.0878844393837,10.279835610798,10.8239825139185,11.3326617753156,10.364743859514,10.4868715814252,10.334691631469,10.5888890966615,11.4879500233266,10.1533118603305,11.1916280841834,10.7402357767413,11.7581397752098,12.2715745556704,10.8993803466548,10.5616346502281,11.7182741415735,11.2210454193103,11.8739323504233,10.8664611896072,11.3476937372691,11.0478359312607,12.4232973033109,12.2558868949168,12.4367329936474,11.7390035339971,10.8981723009612,10.688732663001,11.9228914740686,12.4752789690301
"hsa_miR_22_3p",8.06909757484263,8.22488549652501,8.25393908476277,4.79869408745321,4.79869408745321,8.06311722422596,8.18569176925356,7.64769863841253,8.34086019700304,8.40594324002043,8.18800144934977,8.40273853171495,8.17466369421352,8.29935864117738,4.79869408745321,8.6117669508931,4.79869408745321,8.38817797524907,4.79869408745321,8.45685497831264,4.79869408745321,8.16323306989424,4.79869408745321,4.79869408745321,6.601720018967,8.59492963911119,6.94104533477641,7.97618252959948,9.01073900370996,4.79869408745321
"hsa_miR_223_5p",5.21082302714978,5.21082302714978,7.79931501442821,5.21082302714978,9.71017877775985,7.49722798969871,5.21082302714978,7.81866272346693,7.55697553588308,5.21082302714978,5.21082302714978,5.21082302714978,9.07579239279594,8.46240364960687,8.67351609446123,9.06766737133677,5.21082302714978,7.78191359442359,5.21082302714978,5.21082302714978,10.3494087456435,5.21082302714978,8.9473262459594,8.3843943351338,8.24690568360053,8.45171849732387,7.91823320879982,7.22797173531406,8.60418383362937,5.21082302714978
"hsa_miR_23b_3p",9.15952614698631,9.48653493118188,7.84687204264881,5.20503652586027,5.20503652586027,7.16358601522936,8.14253992723587,8.46176848906949,9.33756342895387,9.0043679040651,9.54386609423569,10.3266247552426,9.01464452605863,9.4389639386395,9.75165935236533,9.25048131250091,9.50392232859265,5.20503652586027,5.20503652586027,9.18512169324,5.20503652586027,9.07930973459861,5.20503652586027,8.79013270462239,8.24138465663922,9.42050399842594,7.15517888575391,7.9135394670206,11.5095245573659,9.98778014463229
"hsa_miR_25_3p",9.89638509166283,9.76964757802571,11.0372930552968,9.40275455947921,9.96461851527135,10.1548761626824,10.4552737724078,10.6200110323411,11.1518932386052,11.0122652439381,10.6182171135609,10.5061994562634,10.529229401256,10.3016600053193,10.7226177060834,11.556413964833,10.8573700078946,10.9853090140777,9.53720646039821,10.5818144115506,10.3289106666367,10.9347987081101,11.2155760361059,10.8123855821776,10.6243056789474,11.3896068902731,9.79486753592339,10.5605888508042,10.88515145345,10.4799447373923
