"","HB1","HB4","HB9","HB10","HB12","HB13","HB16","HB17","HB19","HB20","HB23","HB25","HB26","HB28","HB29","HB31","HB34","HB35","HB39","HB41","HB44","HB51","HB59","HB61","HB63","HB67","HB71","HB75","HB77","HB79"
"hsa_miR_26b_5p",13.3017937783159,13.5094223186265,13.4680258373913,13.5657233044971,13.5379578768997,12.722306359211,13.060783705795,13.3888048370495,13.5359173427514,13.7971690259326,13.5175657740463,13.304231499305,13.9068683103292,13.8729435387744,13.5205302795259,13.7527387335023,13.2658381075026,13.4530123820234,13.1085349271514,13.0333155217139,13.469691799822,13.1783204248625,13.5856280215344,13.1979841399263,13.0167682705465,13.7731521221042,12.7764698068367,12.6800220081607,13.6226363403478,13.5850118109261
"hsa_miR_27a_3p",7.8034304090352,8.39703398067541,7.161521598885,4.76883042488897,9.63176492217685,6.60923846645578,4.76883042488897,7.49908980009922,7.6475015151441,7.61485858640864,4.76883042488897,8.58537343333266,7.87079997013162,8.60568981637501,8.70693012272234,8.301521904504,4.76883042488897,7.37299343260583,8.56253671738708,4.76883042488897,9.21461607318285,8.2294582785428,4.76883042488897,4.76883042488897,7.58372720202329,9.02071256719593,7.23266822439155,6.81113285037373,8.57200202253085,9.1915592146978
"hsa_miR_27b_3p",8.37332639060512,8.6284665057998,7.99426914979484,8.45515811595814,8.61382510113018,5.94694176489189,8.33099011556246,7.35219025597282,7.6501066499292,7.88171697571384,9.07217142523158,8.8829667177726,8.46627333414299,9.21835259510424,8.51421063850075,8.73784408767916,7.85715260772979,7.47988038447639,9.02761072534068,10.0550341320606,10.1216147126997,8.54746663172777,8.66200955386278,9.21834995458425,7.72076884346864,8.71752857010005,7.37203176210851,6.87153132568826,9.94385631813528,9.20492519233613
"hsa_miR_29c_3p",7.74707178394622,7.92310666375375,7.27862310485596,8.00603751234299,7.90196295516152,7.0455056401422,8.03263287883253,7.50717206796965,7.5750636100936,7.78912917224257,7.50456067739912,4.10917016126119,8.19575931427315,8.30155658718499,8.54484796150107,7.34897475932871,8.26282527796137,7.9565314683633,8.09228112508804,7.64097053881503,4.10917016126119,7.43582131440011,8.71366349380618,7.66559339224989,7.56182589402196,8.12405043828576,7.67282115875731,7.27763622237117,8.06882997974661,8.62251918685608
"hsa_miR_30e_5p",10.2286266179247,11.0535179974668,11.1443026302208,11.1723035878793,11.0326361628525,10.6143993821511,10.3138879255484,10.2479003064488,11.2985832159618,11.1778831080867,11.079088735687,11.0398687422205,10.8336656384802,11.0009841867979,11.0575265709261,10.7775461219889,10.577383148167,10.7960006942739,10.3744129287192,10.729489379909,10.4628710898765,10.5935807087424,10.64255735687,10.6899982481991,9.79313519172582,11.238483678725,9.59505194485004,10.3620000579316,11.3677754619491,11.0790621600949
"hsa_miR_320a",11.4931238709012,11.8287221403931,11.6472854455162,12.2563025639211,11.7493328148888,12.1401732836775,12.0899536149025,12.0770961244658,12.4386273613641,11.9286867445021,12.7928887896875,12.7019262454836,12.6301996690829,12.2894935199488,13.6334336880645,13.3677467863022,12.5303981817255,11.7689443185342,12.9622162481368,12.7822677850762,13.2606581911059,11.9941285637851,12.5172165798853,11.9439083378521,12.0071877751012,12.5694044167939,11.4047450670283,12.7444424311276,12.6477848309192,12.3688109201468
"hsa_miR_320b",9.19364702652112,10.0928668400979,9.01318678339819,6.74407869657591,6.74407869657591,9.211709539135,9.67632865244077,6.74407869657591,9.74093558453872,9.5187649943631,9.50592863736164,10.8162632304607,9.71538420117778,9.63722230656559,10.5072754541763,10.4416219915733,10.3828325382512,8.90722106688986,10.4637834627657,10.22061486237,10.9342567694637,9.64300721026521,10.5644300557857,9.93394842278939,9.67997781266105,9.4661572722598,8.4190456376372,9.76380741138345,11.2062679913552,6.74407869657591
"hsa_miR_320c",8.5107698032939,9.67709663038424,8.53301396212711,10.3158798924995,9.3371463867093,8.21323903000455,8.29262807109646,5.55881258520975,8.67359214168112,8.07811072431757,9.15403853343383,9.97417386596398,9.542811168903,8.90074758955401,10.8899723542792,9.58267330472031,9.05846147704453,8.13910003045007,9.73814641337663,9.8534398984692,11.2058934444609,8.97414740898746,9.63944128389367,9.66608396831514,9.28698609004294,9.14547102317106,8.27590726470006,8.11259382671783,9.92271108111736,5.55881258520975
"hsa_miR_328_3p",6.68815780847096,4.63141303004092,6.96832164326084,4.63141303004092,4.63141303004092,6.65701850920094,7.41203640638609,7.45760929621751,7.0177254727644,6.81006132364373,7.67553768936944,4.63141303004092,7.45371858149353,7.86227446125604,7.89595281766649,4.63141303004092,7.55640944286931,6.53990602287376,4.63141303004092,4.63141303004092,8.21176266654236,7.66391305604247,4.63141303004092,7.81683165191482,6.81801138896422,4.63141303004092,6.45264374258217,7.16656384071727,8.20400254127435,9.21579760362939
"hsa_miR_3615",6.98296468987892,7.48734669571535,7.54021922684677,4.39422166715432,7.40212140958336,7.26945324915664,8.1511985188699,7.33570998038965,6.92225165214779,7.24469406084411,7.50316079495761,7.73874191043195,7.70004058446188,7.88753177224263,8.20332563878158,8.96328053847869,7.95465297763864,7.94270076913647,4.39422166715432,7.40952746273561,4.39422166715432,4.39422166715432,7.74032717521597,7.50521859059153,7.22378507689783,7.80729428516161,6.70462172414484,7.31270417646057,7.41255739871596,8.54448708310927
"hsa_miR_378a_3p",7.79004658562323,3.98320071172249,7.57451873094571,3.98320071172249,8.00494347241053,6.39591908890468,6.82790505699621,7.43172178042124,8.11606777967238,7.36878176147111,7.28001531148924,7.66687167388817,7.54914198668483,7.74709668626333,8.62362121443024,9.27692551617226,8.02751023857258,7.91926440120237,8.68156606670443,8.13917683243387,9.07775988705387,7.32489436595224,8.12384696402862,7.72673218976824,8.0418096569077,8.13636923488996,6.5000337517772,7.69990242546508,7.85090340206439,8.3946972654751
"hsa_miR_423_3p",7.46160275695184,8.21112944630117,7.69504784118266,8.33615000007892,8.20126685306587,6.84959487525228,7.72592685125964,7.62024227611246,7.77916037967992,7.55014050383942,8.05504650169945,8.50206876568026,8.14543564121285,8.76638681462267,8.70634993947422,7.6820937389649,7.5942656088532,7.62961318178844,7.525738222471,7.6976344818934,8.62124151244565,7.09565376168308,4.07440037601572,4.07440037601572,7.21555975848024,8.12872553557668,7.22462614145613,7.67338724936536,8.37335903799884,8.89805511042227
"hsa_miR_423_5p",13.38475070156,14.3664767144792,13.7708288558503,14.7647827279335,15.3479777564168,14.2001280663455,14.2439686757602,14.1780032472179,14.161787217298,13.7558898102103,14.3305676695305,14.0911230566919,14.1959779499855,13.9947459914051,14.6723377170324,14.8219146225384,14.7256450703187,14.0668824161915,14.7042139111309,14.8657709376228,14.7940780435471,14.0534026935476,15.1750977307785,14.4636971123942,14.5451098351852,14.5444339048239,14.4744475131357,15.1133718255034,14.1996721734441,14.277322161948
"hsa_miR_432_5p",5.83278786797842,9.47625581433753,5.83278786797842,10.0749192189049,9.70876405992298,9.02379491274389,5.83278786797842,9.31360316292047,5.83278786797842,8.38284627233769,5.83278786797842,5.83278786797842,9.76662768437033,9.52524596466281,5.83278786797842,9.28985337156907,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,5.83278786797842,8.61382690476181,9.83182854407931,9.1483648180676,5.83278786797842,9.85022969803569,5.83278786797842
"hsa_miR_451a",11.3920237672319,11.3792686764037,11.641770865267,10.960481382759,10.3656458783744,11.7975302750688,11.6532509956554,12.2544178751014,13.1280735385707,12.7793103704575,12.2502615329189,12.2987351131076,11.6753736631636,11.3667635092754,12.3042509686217,12.2464429556702,11.7568528865723,12.4165201281754,10.1882146656463,11.4837070337987,10.7216156557058,12.1110184721638,12.1690272447927,11.9627415189025,10.6819835725937,11.5908995301007,10.4775919424129,11.8902597948309,12.4318447084945,11.7422617948966
"hsa_miR_454_3p",7.6860783912565,7.7451698192609,8.11313977559416,4.36179061448084,8.31018710161679,7.9135874208768,7.64412585897257,7.67545436234106,8.61555596682813,8.33083377219832,7.79838741177638,7.42307571272902,7.93121162300857,7.81532399316569,4.36179061448084,7.18441970812937,7.56756733749252,8.28893125713931,8.13023760180638,4.36179061448084,4.36179061448084,8.33263889370537,7.60449201130393,7.61684940557347,7.87890991253072,7.69414942336372,7.65594721090877,7.78399395515732,7.30669797377428,4.36179061448084
"hsa_miR_483_5p",8.91236679461506,4.61437630391341,7.14710758316912,4.61437630391341,8.54595364419113,6.17813234381892,7.73470183404918,7.82279966998462,7.36350384547301,7.19730843818762,8.62727391312194,4.61437630391341,7.46448434423991,8.1546216647168,8.18372606808265,7.50145779055438,4.61437630391342,4.61437630391341,10.2178438461434,9.3432971007927,9.16830926535136,4.61437630391341,4.61437630391341,8.10708524855516,8.36476625761096,7.29878059566987,6.84603413903816,6.86784142554826,8.6247284708307,4.61437630391341
"hsa_miR_484",8.51295107094939,8.58441863161462,9.27158288031001,5.26206740959661,9.29053394036966,8.96228448679993,8.83982948245136,9.14212199447164,9.53660036920242,8.96698870764182,9.0736407022087,9.30562030319884,8.67953048814604,9.01656355579748,9.11563060549566,9.21328463009657,8.71482316014317,9.39702832586731,5.26206740959661,5.26206740959661,5.26206740959661,8.92895992675357,5.26206740959661,5.26206740959661,7.84319538117168,9.19583731696037,8.16573300411456,9.34771932406049,9.62671109794698,5.26206740959661
"hsa_miR_486_3p",11.4367174668682,11.3190153782184,12.0957117254875,10.5528500738062,9.84689519287924,11.3169671982575,11.4328434626659,10.5334972725695,11.3653862401737,10.6671732997136,10.8510096906071,10.9573908312186,10.7447662454223,10.3802146110862,11.0590425352583,11.8650008348271,10.9597467856381,11.237535233242,11.1400606587739,11.2583356922239,9.90394636875508,10.9799192386844,10.7678774911389,10.7125917290592,11.3444832211015,11.1985883784977,10.9815930023386,11.6739269444144,11.702179262478,11.0563319576413
"hsa_miR_486_5p",15.0496383588829,15.3656004419464,16.2305403637493,14.8246023919202,14.5055639915323,14.9761686958502,15.497760145922,15.2576108889067,15.8682760647868,15.518753638186,15.4052396288957,15.3910690791095,15.1286615871415,15.0745725462741,15.5264063087646,15.7582287472099,15.6226236490617,15.6555428129664,14.6542659817774,15.2325064586486,14.8186169710321,15.5982086184605,15.2799758697708,15.1289613651742,14.8908183195346,15.4035019319351,14.4429541792929,15.7079109188657,15.9199392612535,15.3802276366603
"hsa_miR_532_5p",7.8361728591126,4.97127729990754,7.97883130715176,4.97127729990754,4.97127729990754,7.45100470358535,8.28827418837148,8.14300701583628,7.99430524083304,8.08722990483902,7.98855646845059,4.97127729990754,8.09700199643074,4.97127729990754,4.97127729990754,8.18599301994956,8.41798234000636,7.97964747022613,4.97127729990754,4.97127729990754,4.97127729990754,8.42488414828549,4.97127729990754,4.97127729990754,7.81164982985493,8.44413257349901,7.64726686791105,7.08720493217932,4.97127729990755,4.97127729990754
"hsa_miR_629_5p",6.74823810381007,8.21898325748732,8.41124241261931,8.54740982512356,9.52289804971351,7.3361162238953,8.2868747910025,7.85505088414521,8.12915885945645,7.56954148342622,4.81318750775905,8.61930602216821,7.81741852839049,8.02560647960256,4.81318750775905,9.28562094864729,4.81318750775906,8.061895756363,4.81318750775905,4.81318750775905,4.81318750775905,4.81318750775905,8.83357848520747,4.81318750775905,7.45634259309367,8.4953653528061,7.46520620546541,8.66553272514924,8.06382682772341,4.81318750775905
"hsa_miR_7_5p",7.67366468883963,8.41216152649433,9.16470771667148,4.78045447681644,4.78045447681644,7.90901494992794,8.29732909666143,7.51335026613523,8.97588327332624,9.33847417169058,8.45620762758576,8.81913281653278,9.3882721106346,8.73982457484484,8.97777528107889,9.09120877967348,9.34728450765458,9.3573260285073,8.92926603425357,4.78045447681644,9.8155294779474,9.14919585875105,9.23176965093229,9.6328344725286,9.65226594420245,9.70270868482392,8.69543986273126,8.92869356525713,8.42524842463348,4.78045447681644
"hsa_miR_92a_3p",13.6122480673016,13.2745722195167,13.9182653355223,13.641114887214,13.1900573903403,13.71303993886,13.9258102983332,13.9631319222249,14.1187072772536,13.7334257554279,13.9211594848877,13.6317579712305,13.7214167847527,13.67512941368,13.9062259752917,13.924725220128,14.2119866076447,14.0972878382424,13.1213397593975,13.7194771158123,13.2807219119424,13.9288404721118,13.5897866963705,13.6005559657764,13.4095454067976,14.0308276513564,13.0281026598673,14.2518215691433,14.4034637382999,14.2126231755079
"hsa_miR_92b_3p",8.45386853657353,4.25845400276331,8.32368824513769,4.25845400276331,4.25845400276331,8.37378640042074,8.19690815970902,7.6995723813181,8.12553918517373,7.29751427198018,7.91291736162214,7.6105697847912,7.17243087849257,7.18462621171211,7.99203507058089,7.88454080514056,8.2223184119227,7.93063399701208,8.15409761033348,8.65891298976964,8.17879636972065,8.16877392888803,4.25845400276331,7.96290660695312,8.25005196362522,7.90739625940847,7.86556472945659,8.6028470954257,8.46902621642842,8.47540653668532
"hsa_miR_93_5p",12.3159991245224,12.3141232380412,13.1003179249668,11.8421457268805,12.1184355443522,12.2562917505777,12.9930564748227,13.0111119784902,13.0971316754132,12.9101906983821,12.6349200800377,12.5998087697637,12.713511174831,12.5226555937177,12.721603001861,12.9621748811674,12.7978585663628,13.1998127222331,12.1382659472613,12.847461922053,12.452547792971,12.8131978179837,13.0312739698036,12.5336505004965,12.542870628646,13.2471164754603,12.4601470258161,12.5298456080584,12.7634075346168,12.7477059774026
"hsa_miR_98_5p",10.7901402780422,11.163968834402,10.6785850176161,11.447415295087,10.3641423571046,11.2715938214151,10.8156803875411,10.6680401550732,10.6763015300072,10.9950171870059,10.1482575535088,7.11892266869059,10.4849810229491,10.6758887207891,11.0917364767497,10.6296260161215,10.9697317923437,10.1537466685055,10.7988197409249,11.3397801294082,7.11892266869059,10.2065285686039,10.9449909232487,10.6236868983894,11.1694686085777,10.5537987015731,11.1396941620822,10.7060198528872,10.7564324323417,7.11892266869059
"hsa_miR_99a_5p",8.25384314674829,4.8238594097636,7.35684482765869,4.8238594097636,4.8238594097636,4.8238594097636,7.54773908027554,8.08007744164473,7.63000485365941,7.25669308575629,8.60814673832126,4.8238594097636,8.38328534639206,8.22770493934724,4.8238594097636,8.25487089786481,8.69639277856428,7.02274041861452,9.54874278027921,9.64544484221358,9.62819347119487,4.8238594097636,4.8238594097636,8.21866914253776,7.09591328756997,8.33724455021412,4.8238594097636,6.63072728798786,9.03769711885959,9.44463639561818
"hsa_miR_99b_5p",8.14432816261985,8.9226198969204,8.18353285845498,9.4069434631796,8.58995460930609,6.21233965979651,7.72301995504738,8.30839101379138,7.42383682677884,6.80995564253803,9.34550468729288,4.51320130268716,9.27912755321445,9.38414799221338,9.09939113497813,8.1454161837216,8.85614963517855,7.31821098892923,4.51320130268716,4.51320130268716,4.51320130268716,9.08482381772871,8.71048449683665,8.78022886034477,8.21426485580973,9.2844705115988,7.06446030377142,6.71544647611071,8.69984021237515,9.92894277910893
"hsa_piR_000765",7.40273600588203,7.05131554979835,7.87437553536576,8.24928007017371,8.12613366249984,7.08657682938559,7.9223509710246,7.33859923850543,7.04046778051568,6.65175891950145,8.23878039459482,7.3937533981947,8.2800906596966,8.07719682230801,8.7692241280031,8.19336767360645,8.36976601172001,6.87243784510908,7.85508780372483,8.46521040783929,8.48762900411389,8.91936357223097,8.73712196310767,6.99060700487127,7.91617642683221,7.94152938117301,7.58833856440106,6.92558816386251,8.22956119208714,8.52302845324084
"hsa_piR_000807",8.8436000677513,6.92300103340412,8.66933500020639,10.3224671492417,6.92300103340412,6.92300103340412,10.2607378133798,9.52451176593482,9.15911071120642,9.37151898436358,11.1042538151575,10.9841123046848,10.5399323246297,10.9969171381692,10.3098847585373,10.4830950742137,10.7100003475124,9.36893613200841,6.92300103340412,10.2387465569736,11.1272665308337,10.6151085949434,10.9197120543013,6.92300103340412,8.67482470130118,10.2218973371174,6.92300103340412,9.18877765942214,10.2068558495305,11.019107531458
"hsa_piR_008112",14.5639575231528,14.7060171040736,14.679756819865,14.6709987890245,14.2658437999602,15.3185626785587,14.4760025452511,14.1039328708079,14.0930903787475,14.0594107876465,14.1771647302352,13.4291890716638,14.445931308768,14.2549039957485,14.0752082831171,14.3718732860166,14.1212832162033,14.4598151412715,14.1727772008184,13.5700410638963,13.8625286434256,14.3437325595637,14.0848215561604,14.6809776699416,15.2121796751799,14.2275837887527,15.2200583317307,14.7680101881111,13.8708572287793,13.5151773196975
"hsa_piR_008114",10.9967177522916,10.9184457626042,9.77764407690876,10.8598893948396,10.0236632509085,10.1664885918943,10.1151441312815,10.0155275960406,9.20674360734741,9.92644489219092,10.2921309301884,10.0421054760208,10.6192226246548,10.3181437028532,10.2053788506789,10.0434209989415,9.91384873082668,8.77716451519598,11.4217115218409,11.6764287735317,12.0614129728452,10.0830600337398,9.7781635006642,9.16653083597434,10.3160963770772,9.82517568881327,10.1092302975866,9.88506482901631,10.145018358331,10.4363477471392
"hsa_piR_016659",7.56898280858041,8.15064355335398,9.38938437209664,8.22828772644003,7.66319810674057,10.7960432571392,8.90964747429203,9.50651387502444,8.70441843086008,8.2473683079921,7.95797866234255,8.86935501724874,9.21325910561674,8.95057024889853,9.78064094695922,8.56304603576775,9.45492099690383,8.55185999357023,9.03751874508697,9.00814173843542,8.54518785248484,9.33590211091718,9.79183601182797,8.66945978565263,7.06025060134112,9.21043837546264,9.95371441863908,7.47533459112246,9.25017576792633,10.5073177156854
"hsa_piR_016735",8.5406004884091,8.7745688392374,10.573012472654,10.4061639645001,8.72997979569678,10.4534686723664,9.41978895124468,9.10102524842093,9.45809708890138,8.50370266961751,9.37275158642134,9.83923854899617,10.6622218796935,10.413860731692,10.3321124323878,9.51544864116518,9.77830102741732,8.34498684819632,8.66233069460987,9.96517407881677,11.3470547254405,8.88350185078853,10.51657242768,9.37607870963793,9.26182808930585,9.86173419229427,8.56046235870877,9.59573431634892,9.86579058306316,11.868144401844
"hsa_piR_017716",6.51276066220062,4.51382582604837,7.01268607810179,4.51382582604837,7.85617389477347,6.29148724453208,7.14541286769146,7.16553067795041,6.23861591878343,6.55411158759916,7.55793480266159,4.51382582604837,8.08336551198769,6.91758435692138,9.26003247336745,8.02445002802177,7.54025000671328,4.51382582604837,7.65865259052572,4.51382582604837,4.51382582604837,9.76998075983399,9.66136705853461,4.51382582604837,7.49049535844801,7.32651059258922,7.66373790459501,6.7222831714298,7.99489530299329,8.07512195812411
"hsa_piR_019443",7.19434455974663,9.70420470792945,6.72764800553954,8.79779632386285,9.69906732924552,7.03212079619043,7.4395726718632,7.95176333811517,7.09265561125803,7.25459770175754,9.31046926966282,9.64592626725052,9.10501083246686,8.48612644287252,9.47464755830997,8.8915857892937,8.67002348117695,6.53666362303177,8.95983091968695,8.56146678881822,10.5618298000211,8.47393127558063,9.28696393076338,8.51145956463994,7.24126232878546,8.56414553900715,7.89942444444681,8.82720092768409,8.2276040076033,3.99719989031077
"hsa_piR_019675",8.61332130565207,10.1408093231082,9.03909618134473,9.92388076455926,11.3346477151939,8.20798032193782,9.80670930321874,9.28947507177695,9.32494199914239,9.75428771600028,10.7432741295754,11.4041098459312,10.5650512170791,9.95107932930236,10.7737770290106,9.2319635248651,11.7892985969721,9.28097448530789,9.67024422568365,6.4442347984736,11.1474878898144,10.9983571042522,11.187586060133,9.94659095284521,8.61959615036544,10.3980782344229,8.15487137308934,8.88732425677562,9.70042176684109,6.4442347984736
"hsa_piR_020326",6.92735580226427,4.81555934439134,6.91155211811211,4.81555934439134,4.81555934439134,6.64247728230324,7.4471797240357,4.81555934439134,4.81555934439134,6.61108012352248,4.81555934439134,4.81555934439134,7.56017732990295,7.48797858043002,8.57561931497568,7.63831804522907,4.81555934439134,4.81555934439134,4.81555934439134,4.81555934439134,4.81555934439134,8.94417749558682,4.81555934439134,4.81555934439134,7.45052603761338,7.41209714919009,7.37592723109541,6.44788215098771,7.50703787852923,4.81555934439134
"hsa_piR_020485",9.24566552772215,9.76746760372458,9.54917701043211,11.3283334559787,9.57629798705258,8.34005801694013,10.4788360313807,9.21678060241418,9.86859109134083,10.6249892571131,10.9918936518326,17.6766207641387,10.8373426579683,10.6888145726348,11.4880781893716,11.5197509024493,14.1552988018449,10.0947105518599,9.73485583018715,11.1851907436614,12.1084112951238,14.6886551386292,10.7959648275085,10.6641769637176,9.86304129553465,11.9339809387986,8.12804786645354,11.1087725099663,10.3754407388876,11.5519771501573
"hsa_piR_020500",8.99990499466096,10.2141706547175,8.78358862529098,11.3617671717187,6.37658690588979,7.73770473972644,9.91991210082505,8.52622257361227,8.9892425688039,8.83129741513956,10.8979460101853,11.1701193444725,10.861096994086,10.6920998438292,11.2851451146254,10.6415261747882,11.338801338166,8.96504203769694,10.1383779988076,10.3774116277519,11.4172217159516,11.39612021454,11.4509391202478,10.0806668866105,9.44992707019074,10.1135768518115,8.90625525764943,8.70897533464659,9.95988926141071,10.4959277734514
"hsa_piR_022258",9.4362727071176,11.4706947496705,9.41878186854167,11.2069932735473,10.6644419471676,8.13920504729832,10.8643746903678,10.5436203960533,10.4108095166886,10.7667537484492,10.1849323704638,7.02471264518861,9.82490562062214,11.0258078238176,10.8100398990542,9.58395785429222,10.7615367396023,10.1444771984812,7.02471264518861,11.7398341591307,7.02471264518861,10.6859317320787,11.882280081455,11.5442018305051,9.17216056345431,11.0422259294819,10.3455801239316,8.99087926970269,10.7625479200522,11.7430569320029
